epoch,phase,loss,accuracy,f1_score,recall
0,val,0.6460957785098873,0.7847952842712402,0.5985907118602057,0.6452353872328089
1,val,0.5411637875420309,0.7789473533630371,0.643002957490631,0.6763439778159226
2,val,0.47920736572895833,0.821052610874176,0.7331865391629837,0.7542578022257964
3,val,0.4378318415922031,0.8304093480110168,0.7606900429963385,0.7966554128216208
4,val,0.5061539596393269,0.8116958737373352,0.7489619445576465,0.8031301630923754
5,val,0.47928808850415966,0.8198830485343933,0.7646849735188708,0.8185293331806557
6,val,0.4095655021807778,0.832748532295227,0.7661547383314101,0.8137548931725611
7,val,0.4776155724903645,0.8233917951583862,0.7715466708074562,0.8416613502151118
8,val,0.3861837976552241,0.847953200340271,0.7948941999127613,0.851121771278075
9,val,0.36809560774624,0.847953200340271,0.7885568733461698,0.8302360231851815
10,val,0.4467505645769381,0.8269006013870239,0.7702015345759577,0.8488351518324037
11,val,0.46980825401842596,0.8315789103507996,0.7692560328945723,0.8412626163484975
12,val,0.3811069321148751,0.8514620065689087,0.7972705384432658,0.8533947587966826
13,val,0.4278244405004539,0.8374269008636475,0.7775769394238075,0.8500318987093292
14,val,0.4963163140115508,0.8339180946350098,0.7782116117408195,0.8426710670527229
15,val,0.40981819537735126,0.8549707531929016,0.8007640802118217,0.855373841967796
16,val,0.3816142458272608,0.8619883060455322,0.815043894943964,0.859599194080472
17,val,0.4193754280497979,0.8549707531929016,0.8054505656512245,0.8552669676596163
18,val,0.42494110123455875,0.8467836380004883,0.7905730234677603,0.8662688870349469
19,val,0.41834360757592126,0.8549707531929016,0.8025680734269182,0.855347123390751
20,val,0.42253110883376227,0.8491228222846985,0.7961181668053248,0.8570741522304559
21,val,0.4214116386306739,0.8573099374771118,0.8061475402141676,0.8567288555179314
22,val,0.4339100301592496,0.8561403155326843,0.8036085075398041,0.8559979115887739
23,val,0.44792356504595765,0.8514620065689087,0.7993338295527934,0.8531542916032782
24,val,0.4630086189430011,0.8409356474876404,0.7860220655775491,0.8573660117888905
25,val,0.4195896219505727,0.8561403155326843,0.8030084922423528,0.8561047858969535
26,val,0.40817709955773507,0.8561403155326843,0.7993219923387477,0.8561047858969535
27,val,0.4415446113642545,0.8444444537162781,0.7884623260010257,0.8595588435763633
28,val,0.38600034762544244,0.8654970526695251,0.81374333763668,0.8617920258679448
29,val,0.4323253245860861,0.8526315689086914,0.799051294067101,0.8644884210411521
30,val,0.4422880781792671,0.8514620065689087,0.8005890529120969,0.8585894772428609
31,val,0.42737884974183393,0.8514620065689087,0.7973636094640538,0.8637574771119945
32,val,0.4148374322910755,0.8573099374771118,0.8077763151011668,0.8567021369408865
33,val,0.42040523141840397,0.8538011312484741,0.7991475812364681,0.8652193649703096
34,val,0.39123098256382327,0.8643274903297424,0.814531569485165,0.8663359561161004
35,val,0.4423174019173136,0.847953200340271,0.7947551525705678,0.8615913639015665
36,val,0.42316864813781446,0.8502923846244812,0.7927616203008497,0.8578585333137033
37,val,0.47834965654523576,0.8374269008636475,0.7830500400023894,0.8499250244011494
38,val,0.4266009619524866,0.859649121761322,0.8085682510055389,0.8633587432453802
39,val,0.4314300787553453,0.8538011312484741,0.8016210475178297,0.8546161794615934
40,val,0.41107876263885645,0.8643274903297424,0.8170027843854163,0.8662825189620105
41,val,0.40688972814520546,0.8619883060455322,0.8139028078104559,0.8701756610121433
42,val,0.43588187587147914,0.8538011312484741,0.8058470371096831,0.8598643350618617
43,val,0.41888126706083617,0.8584794998168945,0.8057034285616475,0.8627613922014472
44,val,0.4078873619916495,0.8549707531929016,0.799071183889698,0.8658968717453774
45,val,0.4103130227684626,0.8549707531929016,0.8061396353870433,0.8659770274765122
46,val,0.4158847987978605,0.859649121761322,0.8116995141352801,0.8581640247992017
47,val,0.39812825878112634,0.8619883060455322,0.8107690438564429,0.8649007868348301
48,val,0.4329872405167386,0.8573099374771118,0.8047245914721206,0.8620037296952446
49,val,0.4183527540698735,0.8573099374771118,0.804985308716267,0.8673053224496028
50,val,0.4334288335269132,0.8538011312484741,0.8031222851420322,0.8598376164848167
51,val,0.4438654296176388,0.8491228222846985,0.8000256424867513,0.857047433653411
52,val,0.45308562147687054,0.8491228222846985,0.795175882542913,0.8571008708075009
53,val,0.425248353267143,0.8561403155326843,0.8026739969331632,0.8561315044739984
54,val,0.421610273880481,0.8584794998168945,0.8059187547652598,0.8574330808700441
55,val,0.42893027951450724,0.8526315689086914,0.7985470162310943,0.8592937025949736
56,val,0.46284338451529805,0.8385964632034302,0.7792434569204737,0.8507361240614418
57,val,0.42951673980344807,0.8549707531929016,0.8045723473044452,0.8605685604139743
58,val,0.4391169187847024,0.8538011312484741,0.8051736977757609,0.8652460835473545
59,val,0.4260715880578286,0.859649121761322,0.8069540574175937,0.8634388989765149
